FID,Geocodigo,Nome,MoradDPPOTotChuva,MoradDPPOTotFonte,MoradDPPOTotOutra,MoradDPPOTotPipa,MoradDPPOTotPocoProfund,MoradDPPOTotPocoRaso,MoradDPPOTotRedeGeral,MoradDPPOTotRios,MoradDPPOTotTot,PercMoradDPPOTotChuva,PercMoradDPPOTotFonte,PercMoradDPPOTotOutra,PercMoradDPPOTotPipa,PercMoradDPPOTotPocoProfund,PercMoradDPPOTotPocoRaso,PercMoradDPPOTotRedeGeral,PercMoradDPPOTotRios
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-108f,3162955,São José da Lapa - MG,,43,26,33,452,86,25402,,26042,,0.17,0.1,0.13,1.74,0.33,97.54,
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-108e,3163003,São José da Safira - MG,,184,46,,467,163,2929,17,3806,,4.83,1.21,,12.27,4.28,76.96,0.45
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-108d,3163102,São José da Varginha - MG,,54,2,67,1243,139,3018,8,4531,,1.19,0.04,1.48,27.43,3.07,66.61,0.18
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-108c,3163201,São José do Alegre - MG,,333,,,286,132,3374,3,4128,,8.07,,,6.93,3.2,81.73,0.07
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-108b,3165107,São Tomás de Aquino - MG,,1035,,,292,21,5385,,6733,,15.37,,,4.34,0.31,79.98,
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-108a,3163508,São José do Jacuri - MG,,863,1,,1361,1586,2360,23,6194,,13.93,0.02,,21.97,25.61,38.1,0.37
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1089,3163607,São José do Mantimento - MG,1,685,,,210,40,1801,,2737,0.04,25.03,,,7.67,1.46,65.8,
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1088,3163706,São Lourenço - MG,,335,6,,206,78,43712,,44337,,0.76,0.01,,0.46,0.18,98.59,
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1087,3163805,São Miguel do Anta - MG,,838,,,1189,728,3556,19,6330,,13.24,,,18.78,11.5,56.18,0.3
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1086,3163904,São Pedro da União - MG,4,1458,2,3,59,33,3296,,4855,0.08,30.03,0.04,0.06,1.22,0.68,67.89,
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1085,3164001,São Pedro dos Ferros - MG,,394,,,281,346,6113,,7134,,5.52,,,3.94,4.85,85.69,
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1084,3164100,São Pedro do Suaçuí - MG,,345,42,,1040,774,2808,75,5084,,6.79,0.83,,20.46,15.22,55.23,1.48
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1083,3164209,São Romão - MG,5,293,109,85,1902,77,7423,398,10292,0.05,2.85,1.06,0.83,18.48,0.75,72.12,3.87
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1082,3164308,São Roque de Minas - MG,1,1765,2,3,230,121,4854,92,7068,0.01,24.97,0.03,0.04,3.25,1.71,68.68,1.3
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1081,3164407,São Sebastião da Bela Vista - MG,,675,8,,1490,394,3768,4,6339,,10.65,0.13,,23.51,6.22,59.44,0.06
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1080,3164431,São Sebastião da Vargem Alegre - MG,,877,2,,239,32,1956,6,3112,,28.18,0.06,,7.68,1.03,62.85,0.19
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-107f,3164472,São Sebastião do Anta - MG,,557,4,,1352,1594,2669,4,6180,,9.01,0.06,,21.88,25.79,43.19,0.06
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-107e,3164506,São Sebastião do Maranhão - MG,2,1931,12,,1648,1626,4586,242,10047,0.02,19.22,0.12,,16.4,16.18,45.65,2.41
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-107d,3164605,São Sebastião do Oeste - MG,,166,59,2,1286,669,6589,19,8790,,1.89,0.67,0.02,14.63,7.61,74.96,0.22
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-107c,3164704,São Sebastião do Paraíso - MG,7,2815,30,1,2088,193,66172,26,71332,0.01,3.95,0.04,0,2.93,0.27,92.77,0.04
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-107b,3164803,São Sebastião do Rio Preto - MG,,393,,,103,25,730,8,1259,,31.22,,,8.18,1.99,57.98,0.64
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-107a,3164902,São Sebastião do Rio Verde - MG,,93,,,5,11,2165,,2274,,4.09,,,0.22,0.48,95.21,
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1079,3165008,São Tiago - MG,29,776,26,,958,149,9205,26,11169,0.26,6.95,0.23,,8.58,1.33,82.42,0.23
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1078,3165206,São Tomé das Letras - MG,1,1897,2,2,596,172,4023,111,6804,0.01,27.88,0.03,0.03,8.76,2.53,59.13,1.63
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1077,3165305,São Vicente de Minas - MG,,276,,,403,4,6043,1,6727,,4.1,,,5.99,0.06,89.83,0.01
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1076,3165404,Sapucaí-Mirim - MG,,1723,,,261,95,4225,,6304,,27.33,,,4.14,1.51,67.02,
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1075,3165503,Sardoá - MG,,499,13,,702,661,3215,1,5091,,9.8,0.26,,13.79,12.98,63.15,0.02
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1074,3165537,Sarzedo - MG,14,80,59,5,838,97,35663,39,36795,0.04,0.22,0.16,0.01,2.28,0.26,96.92,0.11
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1073,3165552,Setubinha - MG,52,3178,11,120,1206,1069,3854,425,9915,0.52,32.05,0.11,1.21,12.16,10.78,38.87,4.29
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1072,3165560,Sem-Peixe - MG,,776,50,2,222,49,1311,23,2433,,31.89,2.06,0.08,9.12,2.01,53.88,0.95
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1071,3165578,Senador Amaral - MG,,1698,11,,446,93,3946,,6194,,27.41,0.18,,7.2,1.5,63.71,
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1070,3165602,Senador Cortes - MG,,242,,,385,65,1547,,2239,,10.81,,,17.2,2.9,69.09,
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-106f,3165701,Senador Firmino - MG,5,443,2,,896,736,5588,,7670,0.07,5.78,0.03,,11.68,9.6,72.86,
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-106e,3165800,Senador José Bento - MG,,775,,,77,291,923,2,2068,,37.48,,,3.72,14.07,44.63,0.1
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-106d,3165909,Senador Modestino Gonçalves - MG,,458,30,5,1167,250,1870,216,3996,,11.46,0.75,0.13,29.2,6.26,46.8,5.41
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-106c,3166006,Senhora de Oliveira - MG,,266,,,1142,27,4004,29,5468,,4.86,,,20.89,0.49,73.23,0.53
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-106b,3166105,Senhora do Porto - MG,,638,4,2,156,483,1765,14,3062,,20.84,0.13,0.07,5.09,15.77,57.64,0.46
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-106a,3166204,Senhora dos Remédios - MG,,997,3,15,1078,161,8085,38,10377,,9.61,0.03,0.14,10.39,1.55,77.91,0.37
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1069,3166303,Sericita - MG,,1831,,8,1263,236,3784,222,7344,,24.93,,0.11,17.2,3.21,51.53,3.02
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1068,3166402,Seritinga - MG,,195,4,,36,13,1562,8,1818,,10.73,0.22,,1.98,0.72,85.92,0.44
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1067,3166501,Serra Azul de Minas - MG,,661,8,4,720,15,2384,,3792,,17.43,0.21,0.11,18.99,0.4,62.87,
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1066,3166600,Serra da Saudade - MG,,140,,,149,2,538,,829,,16.89,,,17.97,0.24,64.9,
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1065,3166709,Serra dos Aimorés - MG,,60,11,,365,288,6205,2,6931,,0.87,0.16,,5.27,4.16,89.53,0.03
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1064,3166808,Serra do Salitre - MG,,1049,10,,1447,240,8970,54,11770,,8.91,0.08,,12.29,2.04,76.21,0.46
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1063,3166907,Serrania - MG,,529,6,,76,3,6979,,7593,,6.97,0.08,,1,0.04,91.91,
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1062,3166956,Serranópolis de Minas - MG,56,451,5,71,477,2,2969,367,4398,1.27,10.25,0.11,1.61,10.85,0.05,67.51,8.34
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1061,3167004,Serranos - MG,,277,,,95,4,1599,4,1979,,14,,,4.8,0.2,80.8,0.2
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1060,3167103,Serro - MG,,6350,30,17,1113,304,13806,134,21754,,29.19,0.14,0.08,5.12,1.4,63.46,0.62
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-105f,3167202,Sete Lagoas - MG,26,256,482,196,2705,1368,221418,70,226521,0.01,0.11,0.21,0.09,1.19,0.6,97.75,0.03
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-105e,3167301,Silveirânia - MG,,272,5,,278,79,1671,2,2307,,11.79,0.22,,12.05,3.42,72.43,0.09
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-105d,3167400,Silvianópolis - MG,,1309,4,3,430,563,3815,11,6135,,21.34,0.07,0.05,7.01,9.18,62.18,0.18
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-105c,3167509,Simão Pereira - MG,,478,,8,229,22,2203,7,2947,,16.22,,0.27,7.77,0.75,74.75,0.24
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-105b,3167608,Simonésia - MG,,7849,270,2,1524,880,9110,28,19663,,39.92,1.37,0.01,7.75,4.48,46.33,0.14
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-105a,3167707,Sobrália - MG,,288,,,980,327,3542,,5137,,5.61,,,19.08,6.37,68.95,
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1059,3167806,Soledade de Minas - MG,2,1183,9,,386,88,3928,12,5608,0.04,21.09,0.16,,6.88,1.57,70.04,0.21
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1058,3167905,Tabuleiro - MG,,629,1,,427,94,2856,7,4014,,15.67,0.02,,10.64,2.34,71.15,0.17
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1057,3168002,Taiobeiras - MG,44,154,36,480,2582,3623,25656,317,32892,0.13,0.47,0.11,1.46,7.85,11.01,78,0.96
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1056,3168051,Taparuba - MG,,546,,,352,14,2459,16,3387,,16.12,,,10.39,0.41,72.6,0.47
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1055,3168101,Tapira - MG,,1097,7,17,286,41,2493,176,4117,,26.65,0.17,0.41,6.95,1,60.55,4.27
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1054,3168200,Tapiraí - MG,,524,,,83,34,985,63,1689,,31.02,,,4.91,2.01,58.32,3.73
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1053,3521101,Ipeúna - SP,,186,2,2,234,113,6293,,6830,,2.72,0.03,0.03,3.43,1.65,92.14,
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1052,3168309,Taquaraçu de Minas - MG,2,645,20,11,672,185,2545,138,4218,0.05,15.29,0.47,0.26,15.93,4.39,60.34,3.27
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1051,3168408,Tarumirim - MG,5,2017,63,1,1966,928,9619,23,14622,0.03,13.79,0.43,0.01,13.45,6.35,65.78,0.16
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1050,3168507,Teixeiras - MG,,847,80,,2703,626,7949,1,12206,,6.94,0.66,,22.14,5.13,65.12,0.01
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-104f,3168606,Teófilo Otoni - MG,20,8813,439,205,6880,4185,114922,724,136188,0.01,6.47,0.32,0.15,5.05,3.07,84.38,0.53
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-104e,3168705,Timóteo - MG,10,979,205,664,4653,862,74022,15,81410,0.01,1.2,0.25,0.82,5.72,1.06,90.92,0.02
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-104d,3168804,Tiradentes - MG,15,408,8,,447,267,6441,67,7653,0.2,5.33,0.1,,5.84,3.49,84.16,0.88
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-104c,3168903,Tiros - MG,,1483,17,10,125,46,6140,28,7849,,18.89,0.22,0.13,1.59,0.59,78.23,0.36
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-104b,3169000,Tocantins - MG,,483,5,,1485,866,13254,13,16106,,3,0.03,,9.22,5.38,82.29,0.08
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-104a,3169059,Tocos do Moji - MG,,1294,3,,230,187,2108,2,3824,,33.84,0.08,,6.01,4.89,55.13,0.05
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1049,3169109,Toledo - MG,3,1694,,4,430,1000,4007,21,7159,0.04,23.66,,0.06,6.01,13.97,55.97,0.29
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1048,3169208,Tombos - MG,,1090,1,,184,3,7276,13,8567,,12.72,0.01,,2.15,0.04,84.93,0.15
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1047,3169307,Três Corações - MG,4,2128,45,,2630,659,68822,45,74333,0.01,2.86,0.06,,3.54,0.89,92.59,0.06
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1046,3169356,Três Marias - MG,7,231,97,172,1044,314,26719,186,28770,0.02,0.8,0.34,0.6,3.63,1.09,92.87,0.65
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1045,3169406,Três Pontas - MG,10,2413,26,1,1575,434,50528,32,55019,0.02,4.39,0.05,0,2.86,0.79,91.84,0.06
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1044,3169505,Tumiritinga - MG,,336,180,12,762,177,4365,53,5885,,5.71,3.06,0.2,12.95,3.01,74.17,0.9
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1043,3169604,Tupaciguara - MG,,299,175,,1249,178,23284,60,25245,,1.18,0.69,,4.95,0.71,92.23,0.24
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1042,3169703,Turmalina - MG,94,811,16,239,243,71,17509,935,19918,0.47,4.07,0.08,1.2,1.22,0.36,87.91,4.69
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1041,3169802,Turvolândia - MG,,858,6,,581,193,3246,4,4888,,17.55,0.12,,11.89,3.95,66.41,0.08
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1040,3169901,Ubá - MG,3,1131,40,6,10333,1721,89676,33,102943,0,1.1,0.04,0.01,10.04,1.67,87.11,0.03
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-103f,3170008,Ubaí - MG,195,27,15,141,3769,91,7248,208,11694,1.67,0.23,0.13,1.21,32.23,0.78,61.98,1.78
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-103e,3170057,Ubaporanga - MG,,3136,,5,2485,1714,5597,62,12999,,24.12,,0.04,19.12,13.19,43.06,0.48
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-103d,3170107,Uberaba - MG,6,1708,229,19,8206,1684,323645,84,335581,0,0.51,0.07,0.01,2.45,0.5,96.44,0.03
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-103c,3170206,Uberlândia - MG,25,1402,6113,30,7034,1195,694970,313,711082,0,0.2,0.86,0,0.99,0.17,97.73,0.04
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-103b,3170305,Umburatiba - MG,,181,7,15,101,37,2209,131,2681,,6.75,0.26,0.56,3.77,1.38,82.39,4.89
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-103a,3170404,Unaí - MG,20,2065,180,42,8987,1082,71854,1308,85538,0.02,2.41,0.21,0.05,10.51,1.26,84,1.53
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1039,3170438,União de Minas - MG,,37,4,,1239,254,2268,20,3822,,0.97,0.1,,32.42,6.65,59.34,0.52
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1038,3170479,Uruana de Minas - MG,4,283,5,30,352,37,2387,183,3281,0.12,8.63,0.15,0.91,10.73,1.13,72.75,5.58
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1037,3170503,Urucânia - MG,,324,26,,1181,842,8200,,10573,,3.06,0.25,,11.17,7.96,77.56,
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1036,3170529,Urucuia - MG,94,392,66,534,3872,246,9016,3244,17464,0.54,2.24,0.38,3.06,22.17,1.41,51.63,18.58
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1035,3170578,Vargem Alegre - MG,,317,,,386,86,4979,9,5777,,5.49,,,6.68,1.49,86.19,0.16
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1034,3170602,Vargem Bonita - MG,1,300,,6,119,106,1613,12,2157,0.05,13.91,,0.28,5.52,4.91,74.78,0.56
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1033,3521150,Ipiguá - SP,,10,15,,2247,61,4428,,6761,,0.15,0.22,,33.23,0.9,65.49,
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1032,3170651,Vargem Grande do Rio Pardo - MG,1,765,19,80,107,198,3438,23,4631,0.02,16.52,0.41,1.73,2.31,4.28,74.24,0.5
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1031,3170701,Varginha - MG,12,2481,33,4,1391,365,131723,49,136058,0.01,1.82,0.02,0,1.02,0.27,96.81,0.04
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1030,3170750,Varjão de Minas - MG,2,634,4,4,342,4,5842,124,6956,0.03,9.11,0.06,0.06,4.92,0.06,83.99,1.78
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-102f,3170800,Várzea da Palma - MG,10,214,44,165,1717,129,31074,127,33480,0.03,0.64,0.13,0.49,5.13,0.39,92.81,0.38
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-102e,3170909,Varzelândia - MG,345,56,43,348,4588,313,13125,14,18832,1.83,0.3,0.23,1.85,24.36,1.66,69.7,0.07
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-102d,3171006,Vazante - MG,,323,13,98,1278,203,17395,603,19913,,1.62,0.07,0.49,6.42,1.02,87.35,3.03
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-102c,3171030,Verdelândia - MG,46,9,33,267,2004,218,5006,63,7646,0.6,0.12,0.43,3.49,26.21,2.85,65.47,0.82
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-102b,3171071,Veredinha - MG,38,279,9,120,181,75,4300,177,5179,0.73,5.39,0.17,2.32,3.49,1.45,83.03,3.42
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-102a,3171105,Veríssimo - MG,,560,2,,453,313,2047,,3375,,16.59,0.06,,13.42,9.27,60.65,
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1029,3171154,Vermelho Novo - MG,5,1390,5,9,218,1348,1906,14,4895,0.1,28.4,0.1,0.18,4.45,27.54,38.94,0.29
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1028,3171204,Vespasiano - MG,,48,171,23,982,186,127568,9,128987,,0.04,0.13,0.02,0.76,0.14,98.9,0.01
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1027,3171303,Viçosa - MG,11,853,59,,5312,884,68982,16,76117,0.01,1.12,0.08,,6.98,1.16,90.63,0.02
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1026,3171402,Vieiras - MG,2,1312,4,,311,53,2004,3,3689,0.05,35.57,0.11,,8.43,1.44,54.32,0.08
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1025,3171501,Mathias Lobato - MG,,60,,,286,3,2681,1,3031,,1.98,,,9.44,0.1,88.45,0.03
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1024,3171600,Virgem da Lapa - MG,333,585,23,518,327,7,9015,952,11760,2.83,4.97,0.2,4.4,2.78,0.06,76.66,8.1
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1023,3171709,Virgínia - MG,2,3518,29,,150,33,5085,35,8852,0.02,39.74,0.33,,1.69,0.37,57.44,0.4
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1022,3171808,Virginópolis - MG,,1096,34,,563,2619,5964,16,10292,,10.65,0.33,,5.47,25.45,57.95,0.16
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1021,3171907,Virgolândia - MG,,441,10,,578,134,3324,45,4532,,9.73,0.22,,12.75,2.96,73.35,0.99
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1020,3172004,Visconde do Rio Branco - MG,7,1191,27,32,2890,1146,33788,20,39101,0.02,3.05,0.07,0.08,7.39,2.93,86.41,0.05
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-101f,3172103,Volta Grande - MG,,219,3,,189,16,4013,,4440,,4.93,0.07,,4.26,0.36,90.38,
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-101e,3172202,Wenceslau Braz - MG,,1223,2,,21,5,1084,7,2342,,52.22,0.09,,0.9,0.21,46.29,0.3
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-101d,3200102,Afonso Cláudio - ES,2,7810,10,,2737,3764,16235,46,30604,0.01,25.52,0.03,,8.94,12.3,53.05,0.15
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-101c,3200136,Águia Branca - ES,,1534,6,,4182,602,3351,33,9708,,15.8,0.06,,43.08,6.2,34.52,0.34
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-101b,3200169,Água Doce do Norte - ES,,2355,5,,2273,401,6978,20,12032,,19.57,0.04,,18.89,3.33,58,0.17
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-101a,3200201,Alegre - ES,,4083,12,,1994,47,22967,25,29128,,14.02,0.04,,6.85,0.16,78.85,0.09
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1019,3200300,Alfredo Chaves - ES,,5529,2,1,1519,46,6710,3,13810,,40.04,0.01,0.01,11,0.33,48.59,0.02
sidra_6909_PercMoradDPPOTotRedeGeral_munic_22_pol.fid-50987bf4_191f1837438_-1018,3200359,Alto Rio Novo - ES,,1068,2,4,1340,743,4160,111,7428,,14.38,0.03,0.05,18.04,10,56,1.49
